N,H1,H0,T1,T2,T3,T4 (max run),T5,T6(0),T8,K[+],K[-],Kdiff,PValue,Evalue,Keys,LCC Volts,Error
1461,0.9991513,1.0503530,10343,101.26080,116,15,2496,0.01715,2.81936,5.85021,2.52982,3.32039,0.82957,31.49200,12,1.673,02
1462,0.9988574,1.0585932,10398,61.68320,144,14,2498,0.01990,2.82117,5.21776,2.52982,2.68794,0.54603,38.32000,12,1.672,23
1463,0.9995741,1.0354905,10243,69.95200,111,14,2495,0.01215,2.81268,4.90153,3.79473,1.10680,0.83875,31.21200,12,1.672,02
1464,0.9982822,1.0721794,10488,95.84000,131,15,2491,0.02440,2.81716,6.16644,1.10680,5.05964,0.32457,43.50400,12,1.671,23
1465,0.9985263,1.0667295,10452,71.85280,110,15,2496,0.02260,2.81550,6.16644,1.10680,5.05964,0.54567,38.32800,12,1.669,23
1466,0.9991563,1.0502036,10342,63.65440,111,13,2499,0.01710,2.81429,5.21776,2.05548,3.16228,0.90541,28.82400,12,1.671,02
1467,0.9990442,1.0534937,10364,49.24160,143,17,2495,0.01820,2.80654,5.53399,1.73925,3.79473,0.76558,33.26400,12,1.671,21
1468,0.9995528,1.0363779,10249,64.37120,144,19,2498,0.01245,2.80654,3.95285,2.37171,1.58114,0.97475,24.46000,12,1.672,02
1469,0.9996381,1.0326838,10224,65.19040,123,12,2498,0.01120,2.81346,3.79473,3.47851,0.31623,0.99478,20.79200,12,1.671,02
1470,0.9995635,1.0359341,10246,68.42240,126,11,2496,0.01230,2.80932,3.95285,2.21359,1.73925,0.99846,18.60000,12,1.673,02
1471,0.9991710,1.0497556,10339,101.09440,108,17,2496,0.01695,2.80841,4.26907,1.10680,3.16228,0.99523,20.61200,12,1.674,02
1472,0.9984470,1.0685439,10464,97.45920,122,12,2493,0.02320,2.79521,6.16644,2.37171,3.79473,0.16750,48.50400,12,1.676,23
1473,0.9979507,1.0790208,10533,122.01600,106,15,2490,0.02665,2.81034,7.11512,0.63246,6.48267,0.42803,40.96400,12,1.666,23
1474,0.9992428,1.0475173,10324,78.00960,132,13,2496,0.01620,2.81357,4.90153,1.89737,3.00416,0.95722,26.00800,12,1.665,02
1475,0.9993807,1.0429026,10293,63.80160,108,11,2497,0.01465,2.80610,5.37587,2.37171,3.00416,0.98127,23.66800,12,1.664,02
1476,0.9991011,1.0518477,10353,71.72480,128,18,2498,0.01765,2.81537,5.69210,1.10680,4.58530,0.89341,29.31600,12,1.664,23
1477,0.9995635,1.0359341,10246,52.48000,125,11,2498,0.01230,2.80570,4.42719,3.32039,1.10680,0.98665,22.83200,12,1.674,00
1478,0.9986909,1.0628063,10426,62.48960,119,15,2496,0.02130,2.79358,6.32456,1.58114,4.74342,0.75746,33.47200,12,1.672,23
1479,0.9988516,1.0587434,10399,83.82720,114,11,2493,0.01995,2.81331,7.11512,2.21359,4.90153,0.63076,36.45200,12,1.672,23
1480,0.9987577,1.0611497,10415,95.67360,126,15,2495,0.02075,2.80841,4.26907,1.58114,2.68794,0.77343,33.06000,12,1.670,23
1481,0.9992474,1.0473682,10323,72.99840,126,14,2495,0.01615,2.80471,4.26907,2.37171,1.89737,0.93705,27.29200,12,1.669,02
1482,0.9992567,1.0470701,10321,83.16160,119,12,2499,0.01605,2.80015,5.37587,2.05548,3.32039,0.88827,29.51600,12,1.669,02
1483,0.9994345,1.0409718,10280,64.62720,137,11,2497,0.01400,2.80579,4.74342,1.73925,3.00416,0.99585,20.34400,12,1.659,02
1484,0.9991113,1.0515487,10351,80.46720,127,14,2495,0.01755,2.80404,5.05964,2.21359,2.84605,0.89582,29.22000,12,1.660,23
1485,0.9997115,1.0291463,10200,62.86080,107,15,2498,0.01000,2.80284,3.32039,1.89737,1.42302,0.99937,17.22400,12,1.670,02
1486,0.9990337,1.0537932,10366,88.48000,109,12,2495,0.01830,2.80747,5.69210,1.73925,3.95285,0.87432,30.03200,12,1.669,23
1487,0.9994780,1.0393400,10269,63.89760,123,11,2498,0.01345,2.81416,4.11096,1.58114,2.52982,0.99634,20.10800,12,1.670,02
1488,0.9989748,1.0554414,10377,87.37280,132,14,2499,0.01885,2.80728,5.85021,2.21359,3.63662,0.51677,38.96400,12,1.671,23
1489,0.9994896,1.0388953,10266,79.87840,119,13,2496,0.01330,2.80315,4.11096,1.89737,2.21359,0.99870,18.32000,12,1.681,02
1490,0.9996477,1.0322412,10221,53.44000,124,12,2499,0.01105,2.81034,6.16644,2.05548,4.11096,0.94446,26.86000,12,1.681,00
1491,0.9990599,1.0530446,10361,85.31200,120,16,2493,0.01805,2.80280,4.11096,3.16228,0.94868,0.91959,28.18800,12,1.681,23
1492,0.9987874,1.0603973,10410,96.17920,115,12,2496,0.02050,2.79079,6.16644,1.58114,4.58530,0.89452,29.27200,12,1.691,23
1493,0.9989910,1.0549917,10374,69.51040,114,12,2496,0.01870,2.80459,4.74342,1.26491,3.47851,0.85687,30.63200,12,1.693,23
1494,0.9985001,1.0673341,10456,95.62240,117,15,2493,0.02280,2.80285,6.64078,2.68794,3.95285,0.31822,43.67200,12,1.683,23
1495,0.9993113,1.0452826,10309,50.75840,141,13,2496,0.01545,2.79806,4.58530,2.05548,2.52982,0.95346,26.27600,12,1.673,00
1496,0.9992287,1.0479647,10327,73.60640,125,14,2496,0.01635,2.81091,3.47851,1.73925,1.73925,0.98737,22.70000,12,1.675,02
1497,0.9991113,1.0515487,10351,84.81920,115,13,2496,0.01755,2.80665,4.74342,1.89737,2.84605,0.88277,29.72400,12,1.675,23
1498,0.9988859,1.0578421,10393,106.59840,106,14,2494,0.01965,2.81637,5.05964,2.84605,2.21359,0.67187,35.52400,12,1.674,23
1499,0.9988285,1.0593446,10403,112.79360,104,12,2495,0.02015,2.80806,4.11096,1.26491,2.84605,0.92309,28.02000,12,1.674,23
1500,0.9989419,1.0563412,10383,91.02080,114,16,2498,0.01915,2.80328,5.53399,1.58114,3.95285,0.93503,27.40400,12,1.672,23
1501,0.9996050,1.0341603,10234,65.91360,126,10,2498,0.01170,2.80908,3.32039,2.68794,0.63246,0.99771,19.26400,12,1.670,02
1502,0.9991710,1.0497556,10339,101.17120,124,14,2494,0.01695,2.81118,5.05964,5.37587,0.31623,0.78282,32.81200,12,1.672,02
1503,0.9982539,1.0727862,10492,110.70080,123,14,2492,0.02460,2.80747,6.00833,1.26491,4.74342,0.52058,38.88000,12,1.673,23
1504,0.9984935,1.0674852,10457,81.83680,120,16,2497,0.02285,2.81075,5.69210,1.73925,3.95285,0.51351,39.03600,12,1.673,23
1505,0.9987696,1.0608487,10413,96.25600,114,14,2493,0.02065,2.80388,5.53399,1.26491,4.26907,0.83641,31.28400,12,1.673,23
1506,0.9993377,1.0443896,10303,92.23040,105,14,2497,0.01515,2.81176,3.79473,2.05548,1.73925,0.98971,22.22800,12,1.674,02
1507,0.9989308,1.0566412,10385,120.99200,114,15,2497,0.01925,2.81899,5.05964,3.32039,1.73925,0.86599,30.32400,12,1.673,23
1508,0.9993068,1.0454314,10310,86.96960,116,11,2498,0.01550,2.81576,4.42719,1.58114,2.84605,0.99207,21.65600,12,1.672,02
1509,0.9991661,1.0499049,10340,83.05920,124,13,2496,0.01700,2.81027,4.74342,1.89737,2.84605,0.64879,36.04800,12,1.671,02
1510,0.9990178,1.0542425,10369,56.80000,104,12,2494,0.01845,2.80983,4.11096,1.42302,2.68794,0.86762,30.26800,12,1.670,21
1511,0.9985197,1.0668806,10453,97.49120,116,14,2490,0.02265,2.80916,5.85021,1.42302,4.42719,0.40312,41.54800,12,1.669,23
1512,0.9990442,1.0534937,10364,70.86080,116,17,2497,0.01820,2.80923,4.74342,1.89737,2.84605,0.89492,29.25600,12,1.669,23
1513,0.9993594,1.0436459,10298,81.38880,124,12,2496,0.01490,2.81708,5.85021,1.89737,3.95285,0.91380,28.45600,12,1.669,02
1514,0.9992001,1.0488599,10333,73.33760,141,13,2494,0.01665,2.80438,4.42719,1.26491,3.16228,0.94380,26.90000,12,1.679,02
1515,0.9987154,1.0622037,10422,92.81280,119,15,2497,0.02110,2.80275,5.05964,2.05548,3.00416,0.72186,34.35200,12,1.679,23
1516,0.9988168,1.0596453,10405,81.13280,106,13,2495,0.02025,2.81423,4.90153,2.68794,2.21359,0.43946,40.70000,12,1.681,23
1517,0.9993722,1.0431999,10295,53.73440,119,14,2498,0.01475,2.80828,4.42719,2.21359,2.21359,0.95551,26.13200,12,1.681,00
1518,0.9990858,1.0522964,10356,69.06240,144,15,2497,0.01780,2.81116,6.79890,2.68794,4.11096,0.70204,34.82400,12,1.681,23
1519,0.9988631,1.0584429,10397,73.93280,120,13,2497,0.01985,2.80990,5.53399,1.10680,4.42719,0.88639,29.58800,12,1.681,23
1520,0.9988688,1.0582927,10396,68.18560,133,15,2497,0.01980,2.81144,5.21776,2.05548,3.16228,0.66890,35.59200,12,1.691,23
1521,0.9975901,1.0858948,10578,120.81280,126,14,2489,0.02890,2.80050,6.32456,0.31623,6.00833,0.17188,48.32800,12,1.691,23
1522,0.9989474,1.0561912,10382,87.46880,140,17,2495,0.01910,2.80907,4.58530,2.37171,2.21359,0.86518,30.35200,12,1.701,23
1523,0.9985907,1.0652193,10442,86.46400,128,14,2495,0.02210,2.79673,5.69210,2.05548,3.63662,0.50322,39.26400,12,1.700,23
1524,0.9987815,1.0605477,10411,101.13280,127,11,2497,0.02055,2.80738,4.74342,1.10680,3.63662,0.77709,32.96400,12,1.690,23
1525,0.9980570,1.0768889,10519,101.79840,135,12,2491,0.02595,2.80225,5.37587,1.26491,4.11096,0.41670,41.22800,12,1.689,23
1526,0.9997143,1.0289991,10199,64.06400,127,13,2499,0.00995,2.80858,3.95285,3.00416,0.94868,0.99223,21.61200,12,1.699,02
1527,0.9985393,1.0664274,10450,131.16160,117,13,2496,0.02250,2.81162,6.00833,2.52982,3.47851,0.41278,41.32000,12,1.700,23
1528,0.9974548,1.0883468,10594,115.78880,126,14,2491,0.02970,2.80300,4.90153,0.63246,4.26907,0.16909,48.44000,12,1.699,23
1529,0.9987874,1.0603973,10410,89.83680,109,13,2497,0.02050,2.81161,5.85021,1.58114,4.26907,0.78447,32.76800,12,1.689,23
1530,0.9993680,1.0433485,10296,81.03040,113,14,2496,0.01480,2.81420,7.43135,3.00416,4.42719,0.93980,27.13600,12,1.689,02
1531,0.9991414,1.0506518,10345,89.99680,110,19,2499,0.01725,2.81401,6.32456,4.26907,2.05548,0.51496,39.00400,12,1.689,02
1532,0.9989802,1.0552915,10376,93.99040,124,12,2498,0.01880,2.80342,5.85021,1.58114,4.26907,0.89987,29.05600,12,1.689,23
1533,0.9990909,1.0521469,10355,63.98720,129,14,2499,0.01775,2.80524,6.32456,2.05548,4.26907,0.84285,31.08400,12,1.688,23
1534,0.9987874,1.0603973,10410,73.21600,109,13,2494,0.02050,2.80542,5.21776,1.73925,3.47851,0.70306,34.80000,12,1.690,23
1535,0.9978731,1.0805455,10543,117.88160,116,15,2483,0.02715,2.79790,6.95701,1.73925,5.21776,0.02182,60.01200,12,1.690,23
1536,0.9983587,1.0705120,10477,103.07200,127,13,2496,0.02385,2.80064,4.74342,2.52982,2.21359,0.38641,41.94800,12,1.691,23
1537,0.9982610,1.0726345,10491,135.50080,120,20,2491,0.02455,2.81919,5.37587,1.10680,4.26907,0.50484,39.22800,12,1.691,23
1538,0.9987457,1.0614507,10417,93.12000,133,14,2494,0.02085,2.81221,5.85021,1.58114,4.26907,0.79144,32.58000,12,1.691,23
1539,0.9989141,1.0570914,10388,81.76640,118,14,2497,0.01940,2.81150,5.53399,1.73925,3.79473,0.87810,29.89600,12,1.690,23
1540,0.9991062,1.0516982,10352,87.01440,108,14,2496,0.01760,2.80915,3.63662,1.73925,1.89737,0.97397,24.54400,12,1.690,23
1541,0.9985132,1.0670318,10454,92.86400,109,12,2494,0.02270,2.81229,5.37587,2.37171,3.00416,0.52675,38.74400,12,1.690,23
1542,0.9987933,1.0602469,10409,70.83520,105,13,2495,0.02045,2.80861,5.69210,1.42302,4.26907,0.70424,34.77200,12,1.691,23
1543,0.9992428,1.0475173,10324,78.14400,125,12,2494,0.01620,2.80457,4.42719,1.58114,2.84605,0.94582,26.77600,12,1.691,02
1544,0.9984268,1.0689978,10467,115.12320,121,14,2493,0.02335,2.81634,5.21776,2.05548,3.16228,0.50412,39.24400,12,1.691,23
1545,0.9988859,1.0578421,10393,87.48160,113,17,2495,0.01965,2.80700,4.58530,2.21359,2.37171,0.87733,29.92400,12,1.691,23
1546,0.9987992,1.0600964,10408,97.98400,131,17,2495,0.02040,2.81244,4.90153,3.79473,1.10680,0.41176,41.34400,12,1.691,23
1547,0.9986600,1.0635599,10431,98.29760,116,16,2493,0.02155,2.81346,5.85021,2.21359,3.63662,0.64505,36.13200,12,1.691,23
1548,0.9986098,1.0647666,10439,84.91520,120,13,2494,0.02195,2.80587,5.05964,4.58530,0.47434,0.29945,44.18000,12,1.693,23
1549,0.9990858,1.0522964,10356,85.00480,133,14,2499,0.01780,2.80879,4.42719,2.68794,1.73925,0.86750,30.27200,12,1.693,23
1550,0.9986538,1.0637107,10432,124.36480,109,14,2496,0.02160,2.81342,5.69210,2.05548,3.63662,0.71385,34.54400,12,1.693,23
1551,0.9984403,1.0686952,10465,98.84160,128,12,2493,0.02325,2.81321,5.05964,2.05548,3.00416,0.47186,39.96400,12,1.694,23
1552,0.9985907,1.0652193,10442,114.04160,103,13,2495,0.02210,2.81368,5.53399,0.94868,4.58530,0.74921,33.68000,12,1.704,23
1553,0.9984133,1.0693005,10469,122.28480,130,14,2493,0.02345,2.79862,5.69210,0.79057,4.90153,0.52584,38.76400,12,1.704,23
1554,0.9981238,1.0755200,10510,93.24160,113,13,2489,0.02550,2.80974,4.58530,2.37171,2.21359,0.47346,39.92800,12,1.714,23
1555,0.9983518,1.0706635,10478,105.10080,124,17,2490,0.02390,2.81020,5.53399,1.42302,4.11096,0.32975,43.36800,12,1.724,23
1556,0.9976563,1.0846703,10570,109.68960,135,15,2486,0.02850,2.80119,6.64078,1.58114,5.05964,0.05915,54.84000,12,1.726,23
1557,0.9972361,1.0921864,10619,119.08480,119,18,2490,0.03095,2.80709,5.85021,1.10680,4.74342,0.05717,55.02800,12,1.724,23
1558,0.9985066,1.0671829,10455,84.95360,126,14,2492,0.02275,2.80931,5.37587,2.05548,3.32039,0.55569,38.10800,12,1.723,23
1559,0.9974890,1.0877334,10590,112.87680,106,12,2491,0.02950,2.81041,5.53399,0.15811,5.37587,0.21956,46.59200,12,1.723,23
1560,0.9977217,1.0834469,10562,112.64000,128,12,2494,0.02810,2.81239,6.16644,1.58114,4.58530,0.07382,53.59200,12,1.713,23
1561,0.9975229,1.0871202,10586,96.72960,130,12,2493,0.02930,2.80958,5.21776,0.63246,4.58530,0.13541,49.91200,12,1.712,23
1562,0.9976067,1.0855886,10576,133.08800,111,14,2488,0.02880,2.80501,5.37587,0.79057,4.58530,0.09982,51.81600,12,1.712,23
1563,0.9985132,1.0670318,10454,92.60800,121,15,2494,0.02270,2.80871,4.11096,0.63246,3.47851,0.84626,30.97600,12,1.711,23
1564,0.9979507,1.0790208,10533,108.64640,142,14,2494,0.02665,2.80746,5.37587,3.00416,2.37171,0.14909,49.28400,12,1.711,23
1565,0.9985844,1.0653703,10443,99.44320,116,15,2494,0.02215,2.80984,6.48267,1.73925,4.74342,0.51062,39.10000,12,1.711,23
1566,0.9975734,1.0862010,10580,124.35200,108,14,2493,0.02900,2.80310,5.69210,1.73925,3.95285,0.11184,51.12000,12,1.712,23
1567,0.9971732,1.0932633,10626,131.43680,131,16,2487,0.03130,2.80637,5.53399,-0.15811,5.69210,0.13407,49.97600,12,1.714,23
1568,0.9970638,1.0951113,10638,122.13760,127,17,2485,0.03190,2.80706,5.85021,2.05548,3.79473,0.03971,56.98400,12,1.714,23
1569,0.9987396,1.0616013,10418,102.94400,114,12,2496,0.02090,2.80172,5.05964,1.42302,3.63662,0.83524,31.32000,12,1.715,23
1570,0.9979966,1.0781067,10527,137.17120,117,16,2491,0.02635,2.81335,6.16644,0.94868,5.21776,0.18626,47.77200,12,1.713,23
1571,0.9983380,1.0709665,10480,114.84800,106,16,2493,0.02400,2.80708,4.58530,1.10680,3.47851,0.71083,34.61600,12,1.715,23
1572,0.9979814,1.0784113,10529,113.89440,120,13,2492,0.02645,2.80672,5.53399,0.79057,4.74342,0.46582,40.10000,12,1.713,23
1573,0.9980570,1.0768889,10519,107.94240,117,13,2495,0.02595,2.80530,5.05964,0.63246,4.42719,0.34104,43.07600,12,1.711,23
1574,0.9986224,1.0644648,10437,91.69280,112,13,2497,0.02185,2.80655,6.48267,2.68794,3.79473,0.52330,38.82000,12,1.710,23
1575,0.9977379,1.0831412,10560,123.48800,143,15,2492,0.02800,2.80237,6.32456,1.10680,5.21776,0.17269,48.29600,12,1.700,23
1576,0.9988458,1.0588937,10400,78.25280,114,16,2494,0.02000,2.80719,5.69210,2.37171,3.32039,0.65941,35.80800,12,1.699,23
1577,0.9980194,1.0776499,10524,127.46880,113,14,2490,0.02620,2.81677,6.64078,2.37171,4.26907,0.16205,48.72800,12,1.709,23
1578,0.9980495,1.0770410,10520,133.76640,130,17,2492,0.02600,2.81427,6.00833,1.58114,4.42719,0.19349,47.50400,12,1.710,23
1579,0.9984336,1.0688465,10466,104.07680,131,11,2496,0.02330,2.80465,4.74342,2.05548,2.68794,0.39389,41.76800,12,1.720,23
1580,0.9979890,1.0782590,10528,116.05760,101,12,2497,0.02640,2.79926,7.43135,1.58114,5.85021,0.36597,42.44800,12,1.722,23
1581,0.9967812,1.0997418,10668,129.68960,128,12,2490,0.03340,2.80801,4.58530,0.31623,4.26907,0.07527,53.48000,12,1.722,23
1582,0.9978809,1.0803930,10542,138.63040,117,12,2494,0.02710,2.81602,5.69210,1.58114,4.11096,0.27466,44.88000,12,1.722,23
1583,0.9977298,1.0832941,10561,114.44480,122,13,2488,0.02805,2.80561,6.00833,0.47434,5.53399,0.16740,48.50800,12,1.712,23
1584,0.9976646,1.0845173,10569,103.49440,126,17,2490,0.02845,2.80870,7.27324,3.79473,3.47851,0.01103,63.24400,12,1.712,23
1585,0.9980194,1.0776499,10524,88.98560,107,19,2492,0.02620,2.81323,4.90153,0.94868,3.95285,0.53184,38.63200,12,1.711,23
1586,0.9978966,1.0800879,10540,81.22880,120,14,2495,0.02700,2.81396,5.37587,1.42302,3.95285,0.31016,43.88800,12,1.712,23
1587,0.9984201,1.0691491,10468,95.71200,112,13,2489,0.02340,2.80971,6.00833,0.79057,5.21776,0.61366,36.83200,12,1.714,23
1588,0.9983793,1.0700575,10474,120.74880,128,13,2495,0.02370,2.80645,4.58530,0.94868,3.63662,0.72517,34.27200,12,1.724,23
1589,0.9969710,1.0966532,10648,139.33440,131,12,2491,0.03240,2.80694,8.38004,0.31623,8.06381,0.05021,55.73600,12,1.725,23
1590,0.9976316,1.0851294,10573,122.75200,105,12,2494,0.02865,2.81124,5.85021,2.52982,3.32039,0.10849,51.30800,12,1.724,23
1591,0.9978731,1.0805455,10543,104.37120,123,14,2488,0.02715,2.80442,5.21776,1.10680,4.11096,0.33824,43.14800,12,1.724,23
1592,0.9978100,1.0817664,10551,97.01120,123,14,2493,0.02755,2.80821,5.05964,1.58114,3.47851,0.39106,41.83600,12,1.723,23
1593,0.9985907,1.0652193,10442,84.18560,134,15,2494,0.02210,2.81228,5.37587,1.10680,4.26907,0.77542,33.00800,12,1.722,23
1594,0.9977459,1.0829884,10559,121.00480,110,11,2490,0.02795,2.79994,4.74342,0.47434,4.26907,0.38212,42.05200,12,1.723,23
1595,0.9982680,1.0724828,10490,81.17760,136,12,2494,0.02450,2.81344,5.69210,1.26491,4.42719,0.37506,42.22400,12,1.713,23
1596,0.9986662,1.0634092,10430,82.73920,126,14,2496,0.02150,2.81616,6.32456,0.79057,5.53399,0.69966,34.88000,12,1.713,23
1597,0.9982325,1.0732415,10495,136.10880,107,15,2491,0.02475,2.80861,5.05964,1.10680,3.95285,0.62825,36.50800,12,1.723,23
1598,0.9980645,1.0767367,10518,90.48960,129,17,2494,0.02590,2.80500,6.16644,0.79057,5.37587,0.34652,42.93600,12,1.713,23
1599,0.9988458,1.0588937,10400,93.63200,126,13,2492,0.02000,2.81599,6.00833,1.42302,4.58530,0.81559,31.90400,12,1.713,23
1600,0.9976233,1.0852824,10574,118.26560,115,14,2490,0.02870,2.81318,4.74342,2.21359,2.52982,0.19066,47.60800,12,1.712,23
1601,0.9978966,1.0800879,10540,111.21280,132,14,2493,0.02700,2.81420,5.37587,1.58114,3.79473,0.37735,42.16800,12,1.712,23
1602,0.9986098,1.0647666,10439,81.79840,121,12,2490,0.02195,2.81702,6.16644,1.10680,5.05964,0.43391,40.82800,12,1.713,23
1603,0.9985001,1.0673341,10456,84.33920,129,13,2496,0.02280,2.80965,5.69210,1.58114,4.11096,0.49601,39.42400,12,1.713,23
1604,0.9979966,1.0781067,10527,103.64800,116,15,2494,0.02635,2.81547,4.74342,1.42302,3.32039,0.39674,41.70000,12,1.711,23
1605,0.9980118,1.0778022,10525,108.40960,112,12,2494,0.02625,2.81458,4.74342,1.73925,3.00416,0.26986,45.02000,12,1.710,23
1606,0.9987215,1.0620530,10421,71.19360,126,16,2492,0.02105,2.79522,4.90153,1.42302,3.47851,0.69299,35.03600,12,1.710,23
1607,0.9973422,1.0903421,10607,124.64000,120,16,2491,0.03035,2.79929,6.64078,1.89737,4.74342,0.01380,62.20400,12,1.709,23
1608,0.9971461,1.0937251,10629,138.22720,111,12,2490,0.03145,2.80390,6.00833,0.79057,5.21776,0.03825,57.18000,12,1.710,23
1609,0.9981016,1.0759761,10513,106.47680,113,14,2493,0.02565,2.81601,4.58530,1.58114,3.00416,0.51931,38.90800,12,1.711,23
1610,0.9989419,1.0563412,10383,92.53760,132,12,2493,0.01915,2.80784,6.79890,1.10680,5.69210,0.76790,33.20400,12,1.711,23
1611,0.9974805,1.0878867,10591,110.80960,156,14,2489,0.02955,2.81005,5.05964,0.47434,4.58530,0.13583,49.89200,12,1.709,23
1612,0.9983032,1.0717244,10485,112.59520,139,13,2489,0.02425,2.81150,6.16644,0.94868,5.21776,0.47115,39.98000,12,1.709,23
1613,0.9979276,1.0794780,10536,120.55040,106,19,2490,0.02680,2.81661,5.53399,0.94868,4.58530,0.32609,43.46400,12,1.710,23
1614,0.9983656,1.0703605,10476,99.11040,104,13,2492,0.02380,2.80716,6.48267,1.89737,4.58530,0.53038,38.66400,12,1.709,23
1615,0.9964856,1.1043872,10698,134.82240,134,13,2488,0.03490,2.80393,5.37587,2.37171,3.00416,0.00924,64.04800,12,1.711,23
1616,0.9986909,1.0628063,10426,77.18400,105,15,2496,0.02130,2.80802,5.69210,2.37171,3.32039,0.72119,34.36800,12,1.711,23
1617,0.9983861,1.0699061,10473,102.86720,119,16,2495,0.02365,2.81368,4.58530,1.10680,3.47851,0.68196,35.29200,12,1.711,23
1618,0.9971551,1.0935711,10628,137.40160,125,13,2487,0.03140,2.81494,6.64078,0.31623,6.32456,0.10576,51.46400,12,1.712,23
1619,0.9973684,1.0898814,10604,118.70080,114,13,2487,0.03020,2.82106,4.74342,1.42302,3.32039,0.10715,51.38400,12,1.714,23
1620,0.9974377,1.0886536,10596,106.66240,115,13,2489,0.02980,2.82082,5.05964,1.58114,3.47851,0.14278,49.56800,12,1.724,23
1621,0.9968387,1.0988145,10662,118.11840,127,15,2488,0.03310,2.81828,5.05964,2.05548,3.00416,0.01873,60.75200,12,1.726,23
1622,0.9971279,1.0940330,10631,145.12640,125,13,2489,0.03155,2.81201,4.90153,0.94868,3.95285,0.08643,52.67600,12,1.726,23
1623,0.9963841,1.1059389,10708,150.82240,118,13,2486,0.03540,2.80240,6.79890,1.73925,5.05964,0.00520,66.59200,12,1.726,23
1624,0.9969241,1.0974247,10653,145.52320,119,13,2486,0.03265,2.81270,5.69210,1.10680,4.58530,0.03703,57.34800,12,1.728,23
1625,0.9974805,1.0878867,10591,119.12960,131,13,2489,0.02955,2.80774,6.95701,2.68794,4.26907,0.02077,60.25200,12,1.728,23
1626,0.9981164,1.0756720,10511,93.49760,121,16,2495,0.02555,2.80705,6.48267,1.42302,5.05964,0.39139,41.82800,12,1.727,23
1627,0.9967425,1.1003603,10672,149.33120,129,14,2489,0.03360,2.81507,6.16644,0.94868,5.21776,0.00284,69.16800,12,1.717,23
1628,0.9979737,1.0785637,10530,114.63040,122,14,2491,0.02650,2.80295,6.32456,2.37171,3.95285,0.17390,48.24800,12,1.716,23
1629,0.9983725,1.0702090,10475,124.04480,105,13,2495,0.02375,2.79935,4.74342,1.10680,3.63662,0.68404,35.24400,12,1.715,23
1630,0.9980570,1.0768889,10519,90.36800,135,17,2496,0.02595,2.81510,6.16644,2.21359,3.95285,0.37034,42.34000,12,1.715,23
1631,0.9983587,1.0705120,10477,88.37760,114,12,2492,0.02385,2.80258,7.11512,1.73925,5.37587,0.39173,41.82000,12,1.713,23
1632,0.9979507,1.0790208,10533,116.51840,119,12,2492,0.02665,2.80254,5.21776,1.73925,3.47851,0.22571,46.38800,12,1.713,23
1633,0.9981311,1.0753680,10509,118.10560,104,13,2491,0.02545,2.80952,4.90153,1.58114,3.32039,0.42975,40.92400,12,1.713,23
1634,0.9980344,1.0773454,10522,90.01600,126,13,2495,0.02610,2.81563,6.48267,1.10680,5.37587,0.28162,44.68000,12,1.723,23
1635,0.9981164,1.0756720,10511,103.12320,128,16,2494,0.02555,2.81471,5.69210,1.89737,3.79473,0.23160,46.19600,12,1.721,23
1636,0.9984470,1.0685439,10464,136.94720,100,13,2494,0.02320,2.81689,4.90153,1.73925,3.16228,0.55332,38.16000,12,1.723,23
1637,0.9979276,1.0794780,10536,96.48640,145,12,2491,0.02680,2.80669,4.90153,1.26491,3.63662,0.30839,43.93600,12,1.724,23
1638,0.9975482,1.0866606,10583,107.78240,123,12,2493,0.02915,2.81184,7.90569,1.10680,6.79890,0.03271,57.98800,12,1.724,23
1639,0.9974118,1.0891139,10599,130.89920,128,16,2488,0.02995,2.81952,5.85021,1.58114,4.26907,0.04965,55.79600,12,1.723,23
1640,0.9978574,1.0808506,10545,129.70880,117,12,2492,0.02725,2.80731,5.21776,1.89737,3.32039,0.28768,44.50800,12,1.723,23
1641,0.9986224,1.0644648,10437,93.44000,110,14,2497,0.02185,2.82436,5.85021,1.10680,4.74342,0.66521,35.67600,12,1.724,23
1642,0.9977701,1.0825301,10556,135.71840,134,14,2493,0.02780,2.80313,5.21776,2.21359,3.00416,0.27938,44.74400,12,1.726,23
1643,0.9977136,1.0835998,10563,115.02080,120,13,2491,0.02815,2.81879,5.53399,1.10680,4.42719,0.16196,48.73200,12,1.727,23
1644,0.9965257,1.1037669,10694,145.94560,130,17,2485,0.03470,2.81786,6.32456,2.05548,4.26907,0.00328,68.56800,12,1.726,23
1645,0.9980269,1.0774977,10523,106.31040,122,12,2491,0.02615,2.80779,5.21776,2.52982,2.68794,0.21494,46.74800,12,1.725,23
1646,0.9980344,1.0773454,10522,104.07040,113,14,2490,0.02610,2.80346,5.85021,1.10680,4.74342,0.21980,46.58400,12,1.724,23
1647,0.9969335,1.0972704,10652,121.61920,139,13,2490,0.03260,2.81644,5.37587,2.21359,3.16228,0.02519,59.30400,12,1.724,23
1648,0.9973684,1.0898814,10604,107.17440,132,16,2486,0.03020,2.81650,5.85021,1.10680,4.74342,0.03798,57.21600,12,1.726,23
1649,0.9980194,1.0776499,10524,125.62560,135,11,2492,0.02620,2.81517,5.05964,1.26491,3.79473,0.35538,42.71200,12,1.724,23
1650,0.9973422,1.0903421,10607,136.01280,111,16,2490,0.03035,2.81567,6.32456,0.94868,5.37587,0.06279,54.50800,12,1.714,23
